,Age,Days on Site,Listed By,Lot Size,MLS®#,Size,Style,Taxes,Type,Walk Score,address,city,hoot,price,Business Type,Property Type,Zoning,Photo file,Photo url
870,No Data,"124 (Oct 2, 2019)","Keller Williams Advantage Realty, Brokerage",118.54 x 115.25 Feet,C4596209,No Data,2-Storey,"$8,034 /yr",Detached,37,30 Bradgate Road,Toronto,Banbury-don Mills,"$3,995,000 ",,,,,
871,New,"125 (Oct 1, 2019)","Allied International Realty Canada Inc., Brokerage",39.99 x 108.26 Feet,E4594188,2500-3000 sqft,2-Storey,No Data,Detached,31,37 Starfire Drive,Toronto,Highland Creek,"$1,450,000 ",,,,,
872,New,"125 (Oct 1, 2019)","Allied International Realty Canada Inc., Brokerage",47.54 x 108.3 Feet,E4594150,3000-3500 sqft,2-Storey,No Data,Detached,31,35 Starfire Drive,Toronto,Highland Creek,"$1,550,000 ",,,,,
873,No Data,"126 (Sep 30, 2019)","Re/max Professionals Inc., Brokerage",50.79 x 122.5 Feet,W4593691,No Data,Bungalow,"$3,219 /yr",Detached,34,32 Farley Crescent,Toronto,Willowridge-martingrove-richview,"$967,000 ",,,,,
874,6-15 years,"126 (Sep 30, 2019)","Re/max Professionals Inc., Brokerage",46.00 x 233 Feet,W4592734,3500-5000 sqft,2-Storey,"$15,257 /yr",Detached,19,9 Cobble Hills,Toronto,Edenbridge-humber Valley,"$3,730,000 ",,,,,
875,No Data,"130 (Sep 26, 2019)","Century 21 Leading Edge Realty Inc., Brokerage",50.00 x 126.5 Feet,C4590507,No Data,Bungalow,"$7,000 /yr",Detached,88,79 Empress Avenue,Toronto,Willowdale East,"$2,198,888 ",,,,,
876,New,"130 (Sep 26, 2019)","Top Canadian Realty Inc., Brokerage",50.00 x 191 Feet,C4590450,3500-5000 sqft,2-Storey,No Data,Detached,52,427 Cummer Avenue,Toronto,Newtonbrook East,"$2,637,700 ",,,,,
877,51-99 years,"131 (Sep 25, 2019)","My Move Realty, Brokerage",85.24 x 147 Feet,C4589262,1500-2000 sqft,Bungalow-Raised,"$10,297 /yr",Detached,22,9 Viamede Crescent,Toronto,Bayview Village,"$2,450,000 ",,,,,
878,No Data,"132 (Sep 24, 2019)","Re/max Realtron Lucky Penny Homes Realty, Brokerage",50.00 x 136 Feet,C4587807,No Data,Bungalow,"$7,932 /yr",Detached,45,2 Bayberry Crescent,Toronto,Bayview Village,"$1,880,000 ",,,,,
879,No Data,"132 (Sep 23, 2019)","Re/max Realtron Realty Inc., Brokerage",50.00 x 133 Feet,C4586902,No Data,Backsplit 3,"$6,172 /yr",Detached,35,14 Alonzo Road,Toronto,Willowdale West,"$1,699,000 ",,,,,
880,No Data,"136 (Sep 20, 2019)","Ipro Realty Ltd., Brokerage",30.00 x 105.33 Feet,W4584884,3159 sqft,No Data,"$4,400 /yr",Investment,91,1798 Dufferin Street,Toronto,Corso Italia-davenport,"$1,399,000 ",,,,,
881,0-5 years,"136 (Sep 20, 2019)","Harvey Kalles Real Estate Ltd., Brokerage",98.67 x 346 Feet,W4584073,5000 sqft,2-Storey,"$37,914 /yr",Detached,26,43 North Drive,Toronto,Edenbridge-humber Valley,"$8,288,000 ",,,,,
882,No Data,"136 (Sep 20, 2019)","Re/max Realtron Realty Inc., Brokerage",60.00 x 100 Feet,C4584139,No Data,Bungalow-Raised,"$5,024 /yr",Detached,51,14 Elder Street,Toronto,Bathurst Manor,"$1,550,000 ",,,,,
883,No Data,"136 (Sep 20, 2019)","Re/max Empire Realty, Brokerage",40.00 x 132.5 Feet,E4583761,No Data,2-Storey,"$3,784 /yr",Detached,45,42 Mcgrath Court,Toronto,Centennial Scarborough,"$1,050,000 ",,,,,
884,No Data,"137 (Sep 19, 2019)","Royal Lepage Exceptional Real Estate Services, Brokerage",72.06 x 106.08 Feet,E4583544,No Data,2-Storey,"$3,378 /yr",Detached,34,10 Lovel Avenue,Toronto,Rouge E11,"$1,249,000 ",,,,,
885,No Data,"137 (Sep 19, 2019)","Re/max West Realty Inc., Brokerage",60.01 x 255.07 Feet,E4582417,No Data,2-Storey,"$7,575 /yr",Detached,20,107 Sylvan Avenue,Toronto,Scarborough Village,"$2,075,000 ",,,,,
886,No Data,"138 (Sep 18, 2019)","Harvey Kalles Real Estate Ltd., Brokerage",90.00 x 150 Feet,C4581210,No Data,Bungalow,"$10,835 /yr",Detached,32,27 Dempsey Crescent,Toronto,St. Andrew-windfields,"$3,500,000 ",,,,,
887,No Data,"138 (Sep 18, 2019)","Homelife Woodbine Realty Inc., Brokerage",45.00 x 111 Feet,W4581144,No Data,Bungalow,"$3,158 /yr",Detached,75,51 Barkwin Drive,Toronto,Thistletown-beaumonde Heights,"$899,900 ",,,,,
888,No Data,"140 (Sep 16, 2019)","Royal Lepage Porritt Real Estate, Brokerage",40.00 x 120 Feet,W4580155,No Data,Bungalow,"$2,853 /yr",Detached,36,3 Jodphur Avenue,Toronto,Humberlea-pelmo Park W5,"$879,000 ",,,,,
889,New,"139 (Sep 17, 2019)","Century 21 Leading Edge Realty Inc., Brokerage",73.00 x 293 Feet,E4579412,3500-5000 sqft,2-Storey,No Data,Detached,9,219 Rouge Hills Drive,Toronto,Rouge E10,"$1,999,000 ",,,,,
890,No Data,"140 (Sep 16, 2019)","Intercity Realty Inc., Brokerage",45.00 x 120 Feet,W4578492,No Data,2-Storey,No Data,Detached,73,19 Benalto Road,Toronto,Yorkdale-glen Park,"$2,399,000 ",,,,,
891,No Data,"140 (Sep 16, 2019)","Re/max Hallmark Realty Ltd., Brokerage",60.00 x 130 Feet,C4578534,No Data,1 1/2 Storey,"$4,000 /yr",Detached,58,7 Glenborough Park Crescent,Toronto,Newtonbrook West,"$1,469,800 ",,,,,
892,No Data,"140 (Sep 16, 2019)","Re/max Professionals Inc., Brokerage",46.35 x 265.25 Feet,W4578183,3500-5000 sqft,2-Storey,"$14,816 /yr",Detached,7,50 Edenbrook Hill,Toronto,Edenbridge-humber Valley,"$5,498,000 ",,,,,
893,51-99 years,"140 (Sep 16, 2019)","Royal Lepage Estate Realty, Brokerage",No Data,E4578134,3500-5000 sqft,Bungalow,"$4,753 /yr",Detached,5,2270 Meadowvale Road,Toronto,Rouge E11,"$3,958,888 ",,,,,
894,0-5 years,"141 (Sep 15, 2019)","Re/max Premier Inc., Brokerage",50.00 x 122 Feet,W4577690,3500-5000 sqft,2-Storey,No Data,Detached,53,61 Ridge Point Crescent,Toronto,Brookhaven-amesbury,"$1,999,888 ",,,,,
895,16-30 years,"143 (Sep 13, 2019)","Royal Lepage Real Estate Services Ltd., Brokerage",136.15 x 310.29 Feet,W4577046,5000 sqft,2-Storey,"$42,430 /yr",Detached,39,65 Kingsway Crescent,Toronto,Kingsway South,"$12,800,000 ",,,,,
896,No Data,"143 (Sep 13, 2019)","Bay Street Group Inc., Brokerage",121.00 x 132.33 Feet,C4576884,5000 sqft,2-Storey,"$23,218 /yr",Detached,36,50 Wimpole Drive,Toronto,St. Andrew-windfields,"$4,990,000 ",,,,,
897,No Data,"143 (Sep 12, 2019)","Homelife Landmark Realty Inc., Brokerage",48.00 x 140 Feet,C4575916,3500-5000 sqft,2-Storey,"$15,300 /yr",Detached,50,6 Community Circle,Toronto,Willowdale West,"$2,290,000 ",,,,,
898,No Data,"144 (Sep 12, 2019)","Harvey Kalles Real Estate Ltd., Brokerage",121.00 x 133 Feet,C4575565,5000 sqft,2-Storey,"$36,720 /yr",Detached,39,42 Wimpole Drive,Toronto,St. Andrew-windfields,"$11,988,888 ",,,,,
899,No Data,"144 (Sep 12, 2019)","Re/max Premier Inc., Brokerage",40.00 x 105 Feet,W4574696,No Data,2 1/2 Storey,"$2,786 /yr",Detached,56,29 Chryessa Avenue,Toronto,Rockcliffe-smythe,"$949,000 ",,,,,
900,No Data,"145 (Sep 11, 2019)","Harvey Kalles Real Estate Ltd., Brokerage",94.93 x 389 Feet,C4573175,5000 sqft,2-Storey,"$46,606 /yr",Detached,17,75 Highland Crescent,Toronto,Bridle Path-sunnybrook-york Mills,"$11,800,000 ",,,,,
901,No Data,"145 (Sep 11, 2019)","Slavens & Associates Real Estate Inc., Brokerage",65.00 x 120 Feet,C4573134,No Data,2 1/2 Storey,"$27,050 /yr",Detached,60,274 Forest Hill Road,Toronto,Forest Hill South,"$6,298,000 ",,,,,
902,No Data,"146 (Sep 10, 2019)","Sutton Group-admiral Realty Inc., Brokerage",39.32 x 173.41 Feet,C4572884,3500-5000 sqft,2-Storey,"$9,084 /yr",Detached,43,17 Equestrian Court,Toronto,Bayview Woods-steeles,"$2,499,900 ",,,,,
903,New,"146 (Sep 10, 2019)","Royal Lepage Signature Realty, Brokerage",40.00 x 140 Feet,W4572209,2500-3000 sqft,2-Storey,"$4,122 /yr",Detached,57,52 Charleston Road,Toronto,Islington-city Centre West,"$2,199,999 ",,,,,
904,No Data,"147 (Sep 9, 2019)","Century 21 Heritage Group Ltd., Brokerage",60.00 x 162 Feet,C4571236,No Data,Bungalow,"$6,304 /yr",Detached,43,10 Aneta Circle,Toronto,Newtonbrook East,"$1,688,000 ",,,,,
905,No Data,"148 (Sep 8, 2019)","Re/max West Realty Inc., Brokerage",50.00 x 127 Feet,C4569721,1500-2000 sqft,Bungalow,"$6,800 /yr",Detached,46,297 Empress Avenue,Toronto,Willowdale East,"$2,098,000 ",,,,,
906,51-99 years,"150 (Sep 6, 2019)","Sutton Group-tower Realty Ltd., Brokerage",57.00 x 120.52 Feet,W4568801,1100-1500 sqft,Bungalow,"$4,376 /yr",Detached,76,61 Sparrow Avenue,Toronto,Yorkdale-glen Park,"$1,200,000 ",,,,,
907,No Data,"150 (Sep 6, 2019)","Re/max Crossroads Realty Inc., Brokerage",31.00 x 113 Feet,C4567713,No Data,2-Storey,"$5,800 /yr",Detached,75,44 Fairfield Road,Toronto,Mount Pleasant East,"$1,699,000 ",,,,,
908,No Data,"151 (Sep 5, 2019)","Dimension Iii Real Estate Services Ltd., Brokerage",48.50 x 160 Feet,C4567237,No Data,Sidesplit 3,"$8,026 /yr",Detached,37,261 Olive Avenue,Toronto,Willowdale East,"$1,899,900 ",,,,,
909,No Data,"152 (Sep 4, 2019)","Modern Solution Realty Inc., Brokerage",50.00 x 120 Feet,W4564915,No Data,2-Storey,"$3,425 /yr",Detached,77,615 Browns Line,Toronto,Alderwood,"$1,049,800 ",,,,,
910,51-99 years,"152 (Sep 3, 2019)","Homelife/miracle Realty Ltd, Brokerage",52.99 x 151.97 Feet,W4564237,No Data,Bungalow,"$3,015 /yr",Detached,48,55 Storer Drive,Toronto,Humbermede,"$869,900 ",,,,,
911,New,"157 (Aug 30, 2019)","Re/max Realtron Robert Kroll Realty, Brokerage",25.00 x 129.99 Feet,C4560833,2000-2500 sqft,2-Storey,"$3,400 /yr",Detached,83,141 Bannockburn Avenue,Toronto,Bedford Park-nortown,"$2,599,000 ",,,,,
912,0-5 years,"157 (Aug 29, 2019)","Tripod Realty Inc., Brokerage",80.00 x 138.7 Feet,C4560792,No Data,2-Storey,"$30,484 /yr",Detached,32,84 Heathcote Avenue,Toronto,St. Andrew-windfields,"$6,839,800 ",,,,,
913,31-50 years,"166 (Aug 21, 2019)","Right At Home Realty Inc., Brokerage",34.71 x 125.68 Feet,W4553932,No Data,3-Storey,"$3,206 /yr",Detached,81,38 Miranda Avenue,Toronto,Briar Hill-belgravia,"$999,999 ",,,,,
914,No Data,"166 (Aug 21, 2019)","Homelife Landmark Realty Inc., Brokerage",123.58 x 250 Feet,E4553860,No Data,2-Storey,"$8,458 /yr",Detached,52,19 Parkcrest Drive,Toronto,Scarborough Village,"$2,290,000 ",,,,,
915,No Data,"168 (Aug 19, 2019)","Re/max Hallmark Lino Arci Group Realty, Brokerage",,C4551398,1720 sqft,,"$10,700 /yr",Store W/Apt/Office,90,523 Lansdowne Avenue,Toronto,Dufferin Grove,"$1,279,900 ",No Data,R2Z2,R2Z2,,
916,0-5 years,"168 (Aug 19, 2019)","Royal Lepage Signature Realty, Brokerage",43.50 x 102.5 Feet,C4550756,No Data,2-Storey,"$5,081 /yr",Detached,73,39 Ledbury Street,Toronto,Bedford Park-nortown,"$2,980,000 ",,,,,
917,No Data,"168 (Aug 19, 2019)","Homelife Landmark Realty Inc., Brokerage",56.50 x 110 Feet,C4550797,3500-5000 sqft,2-Storey,"$12,704 /yr",Detached,40,205 Byng Avenue,Toronto,Willowdale East,"$2,799,000 ",,,,,
918,No Data,"175 (Aug 12, 2019)","Re/max Professionals Inc., Brokerage",80.00 x 143 Feet,W4544849,5000 sqft,2-Storey,"$21,475 /yr",Detached,22,41 Valecrest Drive,Toronto,Edenbridge-humber Valley,"$5,750,000 ",,,,,
919,No Data,"179 (Aug 8, 2019)","Re/max Noblecorp Real Estate, Brokerage",70.00 x 110 Feet,C4541657,3000-3500 sqft,2-Storey,"$10,521 /yr",Detached,33,6 Pearwood Crescent,Toronto,Banbury-don Mills,"$2,880,000 ",,,,,
920,No Data,"180 (Aug 7, 2019)","Re/max All-stars Realty Inc., Brokerage",94.00 x 297 Feet,E4540390,No Data,Bungalow,"$8,465 /yr",Detached,52,7 Pine Ridge Drive,Toronto,Scarborough Village,"$2,288,000 ",,,,,
921,51-99 years,"181 (Aug 6, 2019)","Avison Young Commercial Real Estate (ontario), Brokerage",,E4537977,1400 sqft,,"$13,831 /yr",Office,95,701 Coxwell Avenue,Toronto,Danforth,"$1,200,000 ",Professional Office,R(Do.6)(X322),R(Do.6)(X322),,
922,No Data,"182 (Aug 5, 2019)","Master`s Trust Realty Inc., Brokerage",85.00 x 262 Feet,E4537656,No Data,2-Storey,"$4,210 /yr",Detached,57,1304 Military Trail,Toronto,Highland Creek,"$1,680,000 ",,,,,
923,No Data,"184 (Aug 3, 2019)","Homelife/future Realty Inc., Brokerage",17.00 x 142 Feet,W4537213,No Data,2-Storey,"$3,423 /yr",Detached,91,1074 Dupont Street,Toronto,Dovercourt-wallace Emerson-junction,"$1,169,000 ",,,,,
924,No Data,"206 (Jul 12, 2019)","Sutton Group-admiral Realty Inc., Brokerage",65.00 x 187 Feet,C4516225,No Data,Bungalow-Raised,"$5,979 /yr",Detached,73,14 Codsell Avenue,Toronto,Bathurst Manor,"$1,299,000 ",,,,,
925,51-99 years,"208 (Jul 10, 2019)","Re/max Realtron Realty Inc., Brokerage",70.01 x 115 Feet,C4513807,No Data,Bungalow,"$5,439 /yr",Detached,42,184 Brighton Avenue,Toronto,Bathurst Manor,"$2,100,000 ",,,,,
926,No Data,"209 (Jul 9, 2019)","Re/max Professionals Inc., Brokerage",24.60 x 93 Metres,W4511807,No Data,Other,"$8,020 /yr",Detached,26,150 Edenbridge Drive,Toronto,Edenbridge-humber Valley,"$1,295,000 ",,,,,
927,No Data,"214 (Jul 4, 2019)","Re/max Professionals Inc., Brokerage",144.50 x 390 Feet,W4506911,No Data,2 1/2 Storey,"$17,850 /yr",Detached,27,92 North Drive,Toronto,Edenbridge-humber Valley,"$4,468,000 ",,,,,
928,No Data,"215 (Jul 3, 2019)","Re/max Goldenway Realty Inc., Brokerage",315.00 x 414 Feet,C4505342,5000 sqft,2-Storey,"$44,516 /yr",Detached,22,20 High Point Road,Toronto,Bridle Path-sunnybrook-york Mills,"$15,000,000 ",,,,,
929,No Data,"227 (Jun 21, 2019)","Right At Home Realty Inc., Brokerage",33.50 x 133.25 Feet,C4493764,3000-3500 sqft,2-Storey,"$8,184 /yr",Detached,59,623 Glencairn Avenue,Toronto,Englemount-lawrence,"$1,990,000 ",,,,,
930,No Data,"228 (Jun 20, 2019)","Century 21 King`s Quay Real Estate Inc., Brokerage",75.00 x 300 Feet,C4493504,5000 sqft,2-Storey,"$27,021 /yr",Detached,52,22 Truman Road,Toronto,St. Andrew-windfields,"$11,890,000 ",,,,,
931,No Data,"238 (Jun 10, 2019)","Tradeworld Realty Inc, Brokerage",67.50 x 135.67 Feet,C4480700,5000 sqft,2-Storey,"$15,163 /yr",Detached,40,216 Dunview Avenue,Toronto,Willowdale East,"$3,980,000 ",,,,,
932,No Data,"257 (May 22, 2019)","Minmaxx Realty Inc., Brokerage",95.48 x 236.96 Feet,C4458527,No Data,2-Storey,"$8,659 /yr",Detached,56,2729 Bayview Avenue,Toronto,St. Andrew-windfields,"$3,999,900 ",,,,,
933,51-99 years,"266 (May 13, 2019)","Bay Street Group Inc., Brokerage",50.08 x 150 Feet,C4448520,No Data,2 1/2 Storey,"$10,699 /yr",Detached,59,98 Dawlish Avenue,Toronto,Lawrence Park South,"$2,598,000 ",,,,,
934,New,"271 (May 8, 2019)","Royal Lepage/j & D Division, Brokerage",80.00 x 174 Feet,C4443133,5000 sqft,2-Storey,"$24,273 /yr",Detached,39,138 Dunvegan Road,Toronto,Forest Hill South,"$22,300,000 ",,,,,
935,6-15 years,"286 (Apr 23, 2019)","Chestnut Park Real Estate Limited, Brokerage",60.00 x 401.87 Feet,C4425097,5000 sqft,Other,"$74,203 /yr",Detached,30,194 Roxborough Drive,Toronto,Rosedale-moore Park,"$21,500,000 ",,,,,
936,No Data,"303 (Apr 6, 2019)","Zolo Realty, Brokerage",59.00 x 129 Feet,C4406821,3500-5000 sqft,2-Storey,"$10,416 /yr",Detached,80,71 Lorraine Drive,Toronto,Willowdale West,"$2,750,000 ",,,,,
937,No Data,"305 (Apr 4, 2019)","Re/max Realtron Realty Inc., Brokerage",50.03 x 189.03 Feet,W4404962,3500-5000 sqft,2-Storey,"$7,280 /yr",Detached,39,3035 Weston Road,Toronto,Humberlea-pelmo Park W5,"$1,600,000 ",,,,,
938,No Data,"305 (Apr 4, 2019)","Flatprice.ca Real Estate Brokerage, Brokerage",24.46 x 120 Feet,C4403740,No Data,2-Storey,"$4,067 /yr",Detached,94,127 Northcliffe Boulevard,Toronto,Oakwood-vaughan,"$1,249,000 ",,,,,
939,No Data,"312 (Mar 28, 2019)","Cushman & Wakefield, Brokerage",56.00 x 120 Feet,W4396242,No Data,Bungaloft,"$3,533 /yr",Detached,81,5 Jopling Avenue,Toronto,Islington-city Centre West,"$2,499,000 ",,,,,
940,100 years,"312 (Mar 28, 2019)","Sotheby`s International Realty Canada, Brokerage",167.45 x 185 Feet,C4396461,5000 sqft,3-Storey,"$59,493 /yr",Detached,73,124 Park Road,Toronto,Rosedale-moore Park,"$19,800,000 ",,,,,
941,No Data,"377 (Jan 22, 2019)","Re/max Realtron Barry Cohen Homes Inc., Brokerage",110.38 x 506.04 Feet,C4343258,No Data,2-Storey,"$32,763 /yr",Detached,11,23 Bayview Rdge,Toronto,Bridle Path-sunnybrook-york Mills,"$10,980,000 ",,,,,
942,No Data,"661 (Apr 12, 2018)","My Move Realty, Brokerage",25.00 x 134 Feet,E4096124,No Data,2 1/2 Storey,"$5,022 /yr",Detached,95,28 Chester Avenue,Toronto,Playter Estates-danforth,"$1,999,999 ",,,,,
943,No Data,"1 (Feb 3, 2020)",,55.00 x 110 Feet,,1100-1500 sqft,Bungalow-Raised,"$3,541 /yr",Detached,–,1 Weston Wood Road,Toronto,Humber Heights,Sign up to See,,,,,
944,No Data,"1 (Feb 3, 2020)",,55.50 x 110 Feet,,No Data,1 1/2 Storey,"$5,563 /yr",Detached,–,22 Glenellen Drive,Toronto,Stonegate-queensway,Sign up to See,,,,,
945,No Data,"1 (Feb 3, 2020)",,53.51 x 135 Feet,,No Data,2-Storey,"$17,763 /yr",Detached,–,13 Clarendon Avenue,Toronto,Casa Loma,Sign up to See,,,,,
946,No Data,"1 (Feb 3, 2020)",,33.00 x 205.28 Feet,,3000-3500 sqft,2-Storey,No Data,Detached,–,95 Falstaff Avenue,Toronto,Maple Leaf,Sign up to See,,,,,
947,No Data,"1 (Feb 3, 2020)","Re/max Realtron Bijan Barati Real Estate, Brokerage",49.00 x 120 Feet,C4682348,No Data,Backsplit 4,"$6,111 /yr",Detached,43,6 Revcoe Drive,Toronto,Newtonbrook East,"$1,588,000 ",,,,,
948,No Data,"1 (Feb 3, 2020)",,50.17 x 143 Feet,,3500-5000 sqft,2-Storey,"$18,531 /yr",Detached,–,52 De Vere Gardens,Toronto,Bedford Park-nortown,Sign up to See,,,,,
949,No Data,"1 (Feb 3, 2020)",,50.00 x 172 Feet,,3500-5000 sqft,3-Storey,"$14,415 /yr",Detached,–,394 Walmer Road,Toronto,Casa Loma,Sign up to See,,,,,
950,No Data,"1 (Feb 3, 2020)",,65.00 x 125 Feet,,3500-5000 sqft,2-Storey,"$12,036 /yr",Detached,–,1243 Royal York Road,Toronto,Edenbridge-humber Valley,Sign up to See,,,,,
951,No Data,"2 (Feb 1, 2020)",,65.00 x 175 Feet,,5000 sqft,2-Storey,"$3,427 /yr",Detached,–,27 Knox Avenue,Toronto,Humber Summit,Sign up to See,,,,,
952,No Data,"2 (Feb 1, 2020)",,80.00 x 175 Feet,,No Data,2-Storey,"$26,844 /yr",Detached,–,18 Denewood Crescent,Toronto,Banbury-don Mills,Sign up to See,,,,,
953,No Data,"3 (Jan 31, 2020)",,47.00 x 125 Feet,,3500-5000 sqft,2 1/2 Storey,"$14,086 /yr",Detached,–,109 Heath Street,Toronto,Yonge-st. Clair,Sign up to See,,,,,
954,No Data,"4 (Jan 29, 2020)",,35.00 x 105 Feet,,1500-2000 sqft,Bungalow,"$7,443 /yr",Detached,–,187 Roe Avenue,Toronto,Bedford Park-nortown,Sign up to See,,,,,
955,No Data,"5 (Jan 29, 2020)",,45.00 x 216.4 Feet,,1100-1500 sqft,Bungalow-Raised,"$6,267 /yr",Detached,–,118 Northwood Drive,Toronto,Newtonbrook East,Sign up to See,,,,,
956,No Data,"5 (Jan 29, 2020)",,66.67 x 145.71 Feet,,5000 sqft,2-Storey,"$32,586 /yr",Detached,–,33 Bayview Wood,Toronto,Bridle Path-sunnybrook-york Mills,Sign up to See,,,,,
957,No Data,"5 (Jan 29, 2020)",,62.52 x 125.75 Feet,,No Data,2-Storey,No Data,Detached,–,6 Baytree Crescent,Toronto,St. Andrew-windfields,Sign up to See,,,,,
958,No Data,"5 (Jan 29, 2020)",,52.00 x 120 Feet,,No Data,2-Storey,"$5,834 /yr",Detached,–,29 Prestwick Crescent,Toronto,Hillcrest Village,Sign up to See,,,,,
959,No Data,"6 (Jan 28, 2020)",,53.00 x 150 Feet,,1100-1500 sqft,Bungalow,"$6,270 /yr",Detached,–,22 Adanac Drive,Toronto,Cliffcrest,Sign up to See,,,,,
960,No Data,"6 (Jan 28, 2020)",,75.16 x 115.6 Feet,,No Data,Backsplit 3,"$8,473 /yr",Detached,–,41 Foursome Crescent,Toronto,St. Andrew-windfields,Sign up to See,,,,,
961,No Data,"7 (Jan 27, 2020)",,60.00 x 148 Feet,,3500-5000 sqft,2-Storey,"$12,350 /yr",Detached,–,5 Hilldowntree Road,Toronto,Edenbridge-humber Valley,Sign up to See,,,,,
962,No Data,"11 (Jan 23, 2020)",,48.00 x 110 Feet,,2500-3000 sqft,2-Storey,"$8,344 /yr",Detached,–,23 Beaucourt Road,Toronto,Stonegate-queensway,Sign up to See,,,,,
963,No Data,"11 (Jan 23, 2020)",,18.00 x 102 Feet,,1100-1500 sqft,2-Storey,"$5,087 /yr",Detached,–,149 Wheeler Avenue,Toronto,The Beaches,Sign up to See,,,,,
964,No Data,"12 (Jan 22, 2020)",,75.98 x 108.38 Feet,,No Data,2-Storey,"$14,873 /yr",Detached,–,7 Carluke Crescent,Toronto,St. Andrew-windfields,Sign up to See,,,,,
965,No Data,"13 (Jan 21, 2020)",,55.00 x 115 Feet,,No Data,Bungalow,"$4,394 /yr",Detached,–,264 Brighton Avenue,Toronto,Bathurst Manor,Sign up to See,,,,,
966,No Data,"13 (Jan 20, 2020)",,200.15 x 530.87 Feet,,No Data,2 1/2 Storey,"$64,041 /yr",Detached,–,85 The Bridle Path,Toronto,Bridle Path-sunnybrook-york Mills,Sign up to See,,,,,
967,No Data,"14 (Jan 20, 2020)",,55.25 x 132.41 Feet,,No Data,2-Storey,"$7,096 /yr",Detached,–,8 Dunlace Drive,Toronto,St. Andrew-windfields,Sign up to See,,,,,
968,No Data,"14 (Jan 20, 2020)",,92.91 x 137 Feet,,No Data,2-Storey,"$16,658 /yr",Detached,–,35 Wilket Road,Toronto,St. Andrew-windfields,Sign up to See,,,,,
969,No Data,"14 (Jan 20, 2020)",,175.00 x 47 Feet,,No Data,Bungalow-Raised,"$12,933 /yr",Detached,–,12 Kirtling Place,Toronto,St. Andrew-windfields,Sign up to See,,,,,
970,No Data,"14 (Jan 20, 2020)",,40.00 x 130 Feet,,No Data,2-Storey,"$10,643 /yr",Detached,–,26 Gwendolen Avenue,Toronto,Lansing-westgate,Sign up to See,,,,,
971,No Data,"17 (Jan 17, 2020)",,50.00 x 145 Feet,,No Data,2-Storey,"$14,538 /yr",Detached,–,157 Beechwood Avenue,Toronto,St. Andrew-windfields,Sign up to See,,,,,
972,No Data,"18 (Jan 16, 2020)",,60.00 x 125 Feet,,No Data,2-Storey,"$14,028 /yr",Detached,–,33 Aldershot Crescent,Toronto,St. Andrew-windfields,Sign up to See,,,,,
973,No Data,"18 (Jan 16, 2020)",,97.00 x 297.85 Feet,,No Data,2-Storey,"$23,387 /yr",Detached,–,39 The Bridle Path,Toronto,Bridle Path-sunnybrook-york Mills,Sign up to See,,,,,
974,No Data,"19 (Jan 15, 2020)",,86.00 x 300 Feet,,No Data,2-Storey,"$18,400 /yr",Detached,–,80 Truman Road,Toronto,St. Andrew-windfields,Sign up to See,,,,,
975,No Data,"19 (Jan 15, 2020)",,60.00 x 125 Feet,,No Data,2-Storey,No Data,Detached,–,50 Cotswold Crescent,Toronto,St. Andrew-windfields,Sign up to See,,,,,
976,No Data,"20 (Jan 14, 2020)",,170.00 x 155 Feet,,No Data,2-Storey,"$48,556 /yr",Detached,–,167 Valley Road,Toronto,Bridle Path-sunnybrook-york Mills,Sign up to See,,,,,
977,No Data,"20 (Jan 14, 2020)",,33.00 x 130 Feet,,No Data,2-Storey,No Data,Detached,–,515 Glen Park Avenue,Toronto,Yorkdale-glen Park,Sign up to See,,,,,
978,No Data,"20 (Jan 13, 2020)",,62.00 x 141.97 Feet,,No Data,2-Storey,"$26,459 /yr",Detached,–,15 Vernham Court,Toronto,St. Andrew-windfields,Sign up to See,,,,,
979,No Data,"24 (Jan 10, 2020)",,157.00 x 149 Feet,,21689 sqft,No Data,No Data,Land,–,A-g - 2 Wilket Road,Toronto,Bridle Path-sunnybrook-york Mills,Sign up to See,,,,,
980,No Data,"24 (Jan 10, 2020)",,101.94 x 131.25 Feet,,No Data,3-Storey,"$49,299 /yr",Detached,–,22 Hedgewood Road,Toronto,Bridle Path-sunnybrook-york Mills,Sign up to See,,,,,
981,No Data,"25 (Jan 9, 2020)",,51.44 x 104.6 Feet,,No Data,2-Storey,"$12,580 /yr",Detached,–,36 Cosmic Drive,Toronto,Banbury-don Mills,Sign up to See,,,,,
982,No Data,"31 (Jan 3, 2020)",,50.00 x 132.5 Feet,,3500-5000 sqft,2-Storey,"$3,838 /yr",Detached,–,35 Thirty Eighth Street,Toronto,Long Branch,Sign up to See,,,,,
983,No Data,"32 (Jan 2, 2020)",,75.00 x 305.8 Feet,,5000 sqft,Sidesplit 4,"$19,650 /yr",Detached,–,32 Brookfield Road,Toronto,Bridle Path-sunnybrook-york Mills,Sign up to See,,,,,
